IP #AbuseIPDB Abuse Score;AbuseIPDB Unique Reports;OTX AlienVault Pulse Count;AbuseIPDB URL;OTX AlienVault URL;Status;Action
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
45.58.159.180 #100;142;3;https://www.abuseipdb.com/check/45.58.159.180;https://otx.alienvault.com/indicator/ip/45.58.159.180;Malicious;Block
179.43.152.115 #100;1339;7;https://www.abuseipdb.com/check/179.43.152.115;https://otx.alienvault.com/indicator/ip/179.43.152.115;Malicious;Block
179.43.152.115 #100;1339;7;https://www.abuseipdb.com/check/179.43.152.115;https://otx.alienvault.com/indicator/ip/179.43.152.115;Malicious;Block
179.43.152.115 #100;1339;7;https://www.abuseipdb.com/check/179.43.152.115;https://otx.alienvault.com/indicator/ip/179.43.152.115;Malicious;Block
178.62.60.111 #100;55;0;https://www.abuseipdb.com/check/178.62.60.111;https://otx.alienvault.com/indicator/ip/178.62.60.111;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
45.148.10.42 #100;3334;31;https://www.abuseipdb.com/check/45.148.10.42;https://otx.alienvault.com/indicator/ip/45.148.10.42;Malicious;Block
64.227.73.143 #100;74;3;https://www.abuseipdb.com/check/64.227.73.143;https://otx.alienvault.com/indicator/ip/64.227.73.143;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
195.178.110.161 #100;1960;22;https://www.abuseipdb.com/check/195.178.110.161;https://otx.alienvault.com/indicator/ip/195.178.110.161;Malicious;Block
46.101.97.240 #100;74;4;https://www.abuseipdb.com/check/46.101.97.240;https://otx.alienvault.com/indicator/ip/46.101.97.240;Malicious;Block
196.251.71.106 #100;2248;5;https://www.abuseipdb.com/check/196.251.71.106;https://otx.alienvault.com/indicator/ip/196.251.71.106;Malicious;Block
196.251.87.86 #100;1358;4;https://www.abuseipdb.com/check/196.251.87.86;https://otx.alienvault.com/indicator/ip/196.251.87.86;Malicious;Block
51.79.196.197 #70;37;1;https://www.abuseipdb.com/check/51.79.196.197;https://otx.alienvault.com/indicator/ip/51.79.196.197;Malicious;Block
45.148.10.97 #100;2886;28;https://www.abuseipdb.com/check/45.148.10.97;https://otx.alienvault.com/indicator/ip/45.148.10.97;Malicious;Block
51.79.142.97 #85;57;0;https://www.abuseipdb.com/check/51.79.142.97;https://otx.alienvault.com/indicator/ip/51.79.142.97;Malicious;Block
157.245.148.221 #67;32;31;https://www.abuseipdb.com/check/157.245.148.221;https://otx.alienvault.com/indicator/ip/157.245.148.221;Malicious;Block
34.34.185.61 #100;1056;16;https://www.abuseipdb.com/check/34.34.185.61;https://otx.alienvault.com/indicator/ip/34.34.185.61;Malicious;Block
78.153.140.224 #100;4704;50;https://www.abuseipdb.com/check/78.153.140.224;https://otx.alienvault.com/indicator/ip/78.153.140.224;Malicious;Block
157.245.148.221 #67;32;31;https://www.abuseipdb.com/check/157.245.148.221;https://otx.alienvault.com/indicator/ip/157.245.148.221;Malicious;Block
144.126.135.153 #100;140;1;https://www.abuseipdb.com/check/144.126.135.153;https://otx.alienvault.com/indicator/ip/144.126.135.153;Malicious;Block
51.79.196.197 #70;37;1;https://www.abuseipdb.com/check/51.79.196.197;https://otx.alienvault.com/indicator/ip/51.79.196.197;Malicious;Block
78.153.140.151 #100;5139;50;https://www.abuseipdb.com/check/78.153.140.151;https://otx.alienvault.com/indicator/ip/78.153.140.151;Malicious;Block
51.79.142.97 #85;57;0;https://www.abuseipdb.com/check/51.79.142.97;https://otx.alienvault.com/indicator/ip/51.79.142.97;Malicious;Block
45.148.10.97 #100;2886;28;https://www.abuseipdb.com/check/45.148.10.97;https://otx.alienvault.com/indicator/ip/45.148.10.97;Malicious;Block
51.79.196.197 #70;37;1;https://www.abuseipdb.com/check/51.79.196.197;https://otx.alienvault.com/indicator/ip/51.79.196.197;Malicious;Block
51.79.196.197 #70;37;1;https://www.abuseipdb.com/check/51.79.196.197;https://otx.alienvault.com/indicator/ip/51.79.196.197;Malicious;Block
78.153.140.179 #100;3812;50;https://www.abuseipdb.com/check/78.153.140.179;https://otx.alienvault.com/indicator/ip/78.153.140.179;Malicious;Block
78.153.140.177 #100;4673;50;https://www.abuseipdb.com/check/78.153.140.177;https://otx.alienvault.com/indicator/ip/78.153.140.177;Malicious;Block
194.50.16.252 #100;5117;46;https://www.abuseipdb.com/check/194.50.16.252;https://otx.alienvault.com/indicator/ip/194.50.16.252;Malicious;Block
46.250.233.207 #86;77;0;https://www.abuseipdb.com/check/46.250.233.207;https://otx.alienvault.com/indicator/ip/46.250.233.207;Malicious;Block
5.188.87.49 #100;71;4;https://www.abuseipdb.com/check/5.188.87.49;https://otx.alienvault.com/indicator/ip/5.188.87.49;Malicious;Block
5.188.86.66 #100;74;0;https://www.abuseipdb.com/check/5.188.86.66;https://otx.alienvault.com/indicator/ip/5.188.86.66;Malicious;Block
5.188.86.66 #100;74;0;https://www.abuseipdb.com/check/5.188.86.66;https://otx.alienvault.com/indicator/ip/5.188.86.66;Malicious;Block
5.188.86.66 #100;74;0;https://www.abuseipdb.com/check/5.188.86.66;https://otx.alienvault.com/indicator/ip/5.188.86.66;Malicious;Block
5.188.86.66 #100;74;0;https://www.abuseipdb.com/check/5.188.86.66;https://otx.alienvault.com/indicator/ip/5.188.86.66;Malicious;Block
5.188.87.49 #100;71;4;https://www.abuseipdb.com/check/5.188.87.49;https://otx.alienvault.com/indicator/ip/5.188.87.49;Malicious;Block
193.174.89.19 #100;2548;50;https://www.abuseipdb.com/check/193.174.89.19;https://otx.alienvault.com/indicator/ip/193.174.89.19;Malicious;Block
